# unicode=16.0.0 clusters=5274
codepoints	group	note
1FAF1+1F3FD+200D+1FAF2+1F3FB	emoji-fully-qualified	handshake: medium skin tone, light skin tone
1FAF1+1F3FD+200D+1FAF2+1F3FC	emoji-fully-qualified	handshake: medium skin tone, medium-light skin tone
1FAF1+1F3FD+200D+1FAF2+1F3FE	emoji-fully-qualified	handshake: medium skin tone, medium-dark skin tone
1FAF1+1F3FD+200D+1FAF2+1F3FF	emoji-fully-qualified	handshake: medium skin tone, dark skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FB	emoji-fully-qualified	handshake: medium-dark skin tone, light skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FC	emoji-fully-qualified	handshake: medium-dark skin tone, medium-light skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FD	emoji-fully-qualified	handshake: medium-dark skin tone, medium skin tone
1FAF1+1F3FE+200D+1FAF2+1F3FF	emoji-fully-qualified	handshake: medium-dark skin tone, dark skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FB	emoji-fully-qualified	handshake: dark skin tone, light skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FC	emoji-fully-qualified	handshake: dark skin tone, medium-light skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FD	emoji-fully-qualified	handshake: dark skin tone, medium skin tone
1FAF1+1F3FF+200D+1FAF2+1F3FE	emoji-fully-qualified	handshake: dark skin tone, medium-dark skin tone
1F64F	emoji-fully-qualified	folded hands
1F64F+1F3FB	emoji-fully-qualified	folded hands: light skin tone
1F64F+1F3FC	emoji-fully-qualified	folded hands: medium-light skin tone
1F64F+1F3FD	emoji-fully-qualified	folded hands: medium skin tone
1F64F+1F3FE	emoji-fully-qualified	folded hands: medium-dark skin tone
1F64F+1F3FF	emoji-fully-qualified	folded hands: dark skin tone
270D+FE0F	emoji-fully-qualified	writing hand
270D	emoji-unqualified	writing hand
270D+1F3FB	emoji-fully-qualified	writing hand: light skin tone
270D+1F3FC	emoji-fully-qualified	writing hand: medium-light skin tone
270D+1F3FD	emoji-fully-qualified	writing hand: medium skin tone
270D+1F3FE	emoji-fully-qualified	writing hand: medium-dark skin tone
270D+1F3FF	emoji-fully-qualified	writing hand: dark skin tone
1F485	emoji-fully-qualified	nail polish
1F485+1F3FB	emoji-fully-qualified	nail polish: light skin tone
1F485+1F3FC	emoji-fully-qualified	nail polish: medium-light skin tone
1F485+1F3FD	emoji-fully-qualified	nail polish: medium skin tone
1F485+1F3FE	emoji-fully-qualified	nail polish: medium-dark skin tone
1F485+1F3FF	emoji-fully-qualified	nail polish: dark skin tone
1F933	emoji-fully-qualified	selfie
1F933+1F3FB	emoji-fully-qualified	selfie: light skin tone
1F933+1F3FC	emoji-fully-qualified	selfie: medium-light skin tone
1F933+1F3FD	emoji-fully-qualified	selfie: medium skin tone
1F933+1F3FE	emoji-fully-qualified	selfie: medium-dark skin tone
1F933+1F3FF	emoji-fully-qualified	selfie: dark skin tone
1F4AA	emoji-fully-qualified	flexed biceps
1F4AA+1F3FB	emoji-fully-qualified	flexed biceps: light skin tone
1F4AA+1F3FC	emoji-fully-qualified	flexed biceps: medium-light skin tone
1F4AA+1F3FD	emoji-fully-qualified	flexed biceps: medium skin tone
1F4AA+1F3FE	emoji-fully-qualified	flexed biceps: medium-dark skin tone
1F4AA+1F3FF	emoji-fully-qualified	flexed biceps: dark skin tone
1F9BE	emoji-fully-qualified	mechanical arm
1F9BF	emoji-fully-qualified	mechanical leg
1F9B5	emoji-fully-qualified	leg
1F9B5+1F3FB	emoji-fully-qualified	leg: light skin tone
1F9B5+1F3FC	emoji-fully-qualified	leg: medium-light skin tone
1F9B5+1F3FD	emoji-fully-qualified	leg: medium skin tone
1F9B5+1F3FE	emoji-fully-qualified	leg: medium-dark skin tone
1F9B5+1F3FF	emoji-fully-qualified	leg: dark skin tone
1F9B6	emoji-fully-qualified	foot
1F9B6+1F3FB	emoji-fully-qualified	foot: light skin tone
1F9B6+1F3FC	emoji-fully-qualified	foot: medium-light skin tone
1F9B6+1F3FD	emoji-fully-qualified	foot: medium skin tone
1F9B6+1F3FE	emoji-fully-qualified	foot: medium-dark skin tone
1F9B6+1F3FF	emoji-fully-qualified	foot: dark skin tone
1F442	emoji-fully-qualified	ear
1F442+1F3FB	emoji-fully-qualified	ear: light skin tone
1F442+1F3FC	emoji-fully-qualified	ear: medium-light skin tone
1F442+1F3FD	emoji-fully-qualified	ear: medium skin tone
1F442+1F3FE	emoji-fully-qualified	ear: medium-dark skin tone
1F442+1F3FF	emoji-fully-qualified	ear: dark skin tone
1F9BB	emoji-fully-qualified	ear with hearing aid
1F9BB+1F3FB	emoji-fully-qualified	ear with hearing aid: light skin tone
1F9BB+1F3FC	emoji-fully-qualified	ear with hearing aid: medium-light skin tone
1F9BB+1F3FD	emoji-fully-qualified	ear with hearing aid: medium skin tone
1F9BB+1F3FE	emoji-fully-qualified	ear with hearing aid: medium-dark skin tone
1F9BB+1F3FF	emoji-fully-qualified	ear with hearing aid: dark skin tone
1F443	emoji-fully-qualified	nose
1F443+1F3FB	emoji-fully-qualified	nose: light skin tone
1F443+1F3FC	emoji-fully-qualified	nose: medium-light skin tone
1F443+1F3FD	emoji-fully-qualified	nose: medium skin tone
1F443+1F3FE	emoji-fully-qualified	nose: medium-dark skin tone
1F443+1F3FF	emoji-fully-qualified	nose: dark skin tone
1F9E0	emoji-fully-qualified	brain
1FAC0	emoji-fully-qualified	anatomical heart
1FAC1	emoji-fully-qualified	lungs
1F9B7	emoji-fully-qualified	tooth
1F9B4	emoji-fully-qualified	bone
1F440	emoji-fully-qualified	eyes
1F441+FE0F	emoji-fully-qualified	eye
1F441	emoji-unqualified	eye
1F445	emoji-fully-qualified	tongue
1F444	emoji-fully-qualified	mouth
1FAE6	emoji-fully-qualified	biting lip
1F476	emoji-fully-qualified	baby
1F476+1F3FB	emoji-fully-qualified	baby: light skin tone
1F476+1F3FC	emoji-fully-qualified	baby: medium-light skin tone
1F476+1F3FD	emoji-fully-qualified	baby: medium skin tone
1F476+1F3FE	emoji-fully-qualified	baby: medium-dark skin tone
1F476+1F3FF	emoji-fully-qualified	baby: dark skin tone
1F9D2	emoji-fully-qualified	child
1F9D2+1F3FB	emoji-fully-qualified	child: light skin tone
1F9D2+1F3FC	emoji-fully-qualified	child: medium-light skin tone
1F9D2+1F3FD	emoji-fully-qualified	child: medium skin tone
1F9D2+1F3FE	emoji-fully-qualified	child: medium-dark skin tone
1F9D2+1F3FF	emoji-fully-qualified	child: dark skin tone
1F466	emoji-fully-qualified	boy
1F466+1F3FB	emoji-fully-qualified	boy: light skin tone
1F466+1F3FC	emoji-fully-qualified	boy: medium-light skin tone
1F466+1F3FD	emoji-fully-qualified	boy: medium skin tone
1F466+1F3FE	emoji-fully-qualified	boy: medium-dark skin tone
1F466+1F3FF	emoji-fully-qualified	boy: dark skin tone
1F467	emoji-fully-qualified	girl
1F467+1F3FB	emoji-fully-qualified	girl: light skin tone
1F467+1F3FC	emoji-fully-qualified	girl: medium-light skin tone
1F467+1F3FD	emoji-fully-qualified	girl: medium skin tone
1F467+1F3FE	emoji-fully-qualified	girl: medium-dark skin tone
1F467+1F3FF	emoji-fully-qualified	girl: dark skin tone
1F9D1	emoji-fully-qualified	person
1F9D1+1F3FB	emoji-fully-qualified	person: light skin tone
1F9D1+1F3FC	emoji-fully-qualified	person: medium-light skin tone
1F9D1+1F3FD	emoji-fully-qualified	person: medium skin tone
1F9D1+1F3FE	emoji-fully-qualified	person: medium-dark skin tone
1F9D1+1F3FF	emoji-fully-qualified	person: dark skin tone
1F471	emoji-fully-qualified	person: blond hair
1F471+1F3FB	emoji-fully-qualified	person: light skin tone, blond hair
1F471+1F3FC	emoji-fully-qualified	person: medium-light skin tone, blond hair
1F471+1F3FD	emoji-fully-qualified	person: medium skin tone, blond hair
1F471+1F3FE	emoji-fully-qualified	person: medium-dark skin tone, blond hair
1F471+1F3FF	emoji-fully-qualified	person: dark skin tone, blond hair
1F468	emoji-fully-qualified	man
1F468+1F3FB	emoji-fully-qualified	man: light skin tone
1F468+1F3FC	emoji-fully-qualified	man: medium-light skin tone
1F468+1F3FD	emoji-fully-qualified	man: medium skin tone
1F468+1F3FE	emoji-fully-qualified	man: medium-dark skin tone
1F468+1F3FF	emoji-fully-qualified	man: dark skin tone
1F9D4	emoji-fully-qualified	person: beard
1F9D4+1F3FB	emoji-fully-qualified	person: light skin tone, beard
1F9D4+1F3FC	emoji-fully-qualified	person: medium-light skin tone, beard
1F9D4+1F3FD	emoji-fully-qualified	person: medium skin tone, beard
1F9D4+1F3FE	emoji-fully-qualified	person: medium-dark skin tone, beard
1F9D4+1F3FF	emoji-fully-qualified	person: dark skin tone, beard
1F9D4+200D+2642+FE0F	emoji-fully-qualified	man: beard
1F9D4+200D+2642	emoji-minimally-qualified	man: beard
1F9D4+1F3FB+200D+2642+FE0F	emoji-fully-qualified	man: light skin tone, beard
1F9D4+1F3FB+200D+2642	emoji-minimally-qualified	man: light skin tone, beard
1F9D4+1F3FC+200D+2642+FE0F	emoji-fully-qualified	man: medium-light skin tone, beard
1F9D4+1F3FC+200D+2642	emoji-minimally-qualified	man: medium-light skin tone, beard
1F9D4+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man: medium skin tone, beard
1F9D4+1F3FD+200D+2642	emoji-minimally-qualified	man: medium skin tone, beard
1F9D4+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man: medium-dark skin tone, beard
1F9D4+1F3FE+200D+2642	emoji-minimally-qualified	man: medium-dark skin tone, beard
1F9D4+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man: dark skin tone, beard
1F9D4+1F3FF+200D+2642	emoji-minimally-qualified	man: dark skin tone, beard
1F9D4+200D+2640+FE0F	emoji-fully-qualified	woman: beard
1F9D4+200D+2640	emoji-minimally-qualified	woman: beard
1F9D4+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman: light skin tone, beard
1F9D4+1F3FB+200D+2640	emoji-minimally-qualified	woman: light skin tone, beard
1F9D4+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman: medium-light skin tone, beard
1F9D4+1F3FC+200D+2640	emoji-minimally-qualified	woman: medium-light skin tone, beard
1F9D4+1F3FD+200D+2640+FE0F	emoji-fully-qualified	woman: medium skin tone, beard
1F9D4+1F3FD+200D+2640	emoji-minimally-qualified	woman: medium skin tone, beard
1F9D4+1F3FE+200D+2640+FE0F	emoji-fully-qualified	woman: medium-dark skin tone, beard
1F9D4+1F3FE+200D+2640	emoji-minimally-qualified	woman: medium-dark skin tone, beard
1F9D4+1F3FF+200D+2640+FE0F	emoji-fully-qualified	woman: dark skin tone, beard
1F9D4+1F3FF+200D+2640	emoji-minimally-qualified	woman: dark skin tone, beard
1F468+200D+1F9B0	emoji-fully-qualified	man: red hair
1F468+1F3FB+200D+1F9B0	emoji-fully-qualified	man: light skin tone, red hair
1F468+1F3FC+200D+1F9B0	emoji-fully-qualified	man: medium-light skin tone, red hair
1F468+1F3FD+200D+1F9B0	emoji-fully-qualified	man: medium skin tone, red hair
1F468+1F3FE+200D+1F9B0	emoji-fully-qualified	man: medium-dark skin tone, red hair
1F468+1F3FF+200D+1F9B0	emoji-fully-qualified	man: dark skin tone, red hair
1F468+200D+1F9B1	emoji-fully-qualified	man: curly hair
1F468+1F3FB+200D+1F9B1	emoji-fully-qualified	man: light skin tone, curly hair
1F468+1F3FC+200D+1F9B1	emoji-fully-qualified	man: medium-light skin tone, curly hair
1F468+1F3FD+200D+1F9B1	emoji-fully-qualified	man: medium skin tone, curly hair
1F468+1F3FE+200D+1F9B1	emoji-fully-qualified	man: medium-dark skin tone, curly hair
1F468+1F3FF+200D+1F9B1	emoji-fully-qualified	man: dark skin tone, curly hair
1F468+200D+1F9B3	emoji-fully-qualified	man: white hair
1F468+1F3FB+200D+1F9B3	emoji-fully-qualified	man: light skin tone, white hair
1F468+1F3FC+200D+1F9B3	emoji-fully-qualified	man: medium-light skin tone, white hair
1F468+1F3FD+200D+1F9B3	emoji-fully-qualified	man: medium skin tone, white hair
1F468+1F3FE+200D+1F9B3	emoji-fully-qualified	man: medium-dark skin tone, white hair
1F468+1F3FF+200D+1F9B3	emoji-fully-qualified	man: dark skin tone, white hair
1F468+200D+1F9B2	emoji-fully-qualified	man: bald
1F468+1F3FB+200D+1F9B2	emoji-fully-qualified	man: light skin tone, bald
1F468+1F3FC+200D+1F9B2	emoji-fully-qualified	man: medium-light skin tone, bald
1F468+1F3FD+200D+1F9B2	emoji-fully-qualified	man: medium skin tone, bald
1F468+1F3FE+200D+1F9B2	emoji-fully-qualified	man: medium-dark skin tone, bald
1F468+1F3FF+200D+1F9B2	emoji-fully-qualified	man: dark skin tone, bald
1F469	emoji-fully-qualified	woman
1F469+1F3FB	emoji-fully-qualified	woman: light skin tone
1F469+1F3FC	emoji-fully-qualified	woman: medium-light skin tone
1F469+1F3FD	emoji-fully-qualified	woman: medium skin tone
1F469+1F3FE	emoji-fully-qualified	woman: medium-dark skin tone
1F469+1F3FF	emoji-fully-qualified	woman: dark skin tone
1F469+200D+1F9B0	emoji-fully-qualified	woman: red hair
1F469+1F3FB+200D+1F9B0	emoji-fully-qualified	woman: light skin tone, red hair
1F469+1F3FC+200D+1F9B0	emoji-fully-qualified	woman: medium-light skin tone, red hair
1F469+1F3FD+200D+1F9B0	emoji-fully-qualified	woman: medium skin tone, red hair
1F469+1F3FE+200D+1F9B0	emoji-fully-qualified	woman: medium-dark skin tone, red hair
1F469+1F3FF+200D+1F9B0	emoji-fully-qualified	woman: dark skin tone, red hair
1F9D1+200D+1F9B0	emoji-fully-qualified	person: red hair
1F9D1+1F3FB+200D+1F9B0	emoji-fully-qualified	person: light skin tone, red hair
1F9D1+1F3FC+200D+1F9B0	emoji-fully-qualified	person: medium-light skin tone, red hair
1F9D1+1F3FD+200D+1F9B0	emoji-fully-qualified	person: medium skin tone, red hair
1F9D1+1F3FE+200D+1F9B0	emoji-fully-qualified	person: medium-dark skin tone, red hair
1F9D1+1F3FF+200D+1F9B0	emoji-fully-qualified	person: dark skin tone, red hair
1F469+200D+1F9B1	emoji-fully-qualified	woman: curly hair
1F469+1F3FB+200D+1F9B1	emoji-fully-qualified	woman: light skin tone, curly hair
1F469+1F3FC+200D+1F9B1	emoji-fully-qualified	woman: medium-light skin tone, curly hair
1F469+1F3FD+200D+1F9B1	emoji-fully-qualified	woman: medium skin tone, curly hair
1F469+1F3FE+200D+1F9B1	emoji-fully-qualified	woman: medium-dark skin tone, curly hair
1F469+1F3FF+200D+1F9B1	emoji-fully-qualified	woman: dark skin tone, curly hair
1F9D1+200D+1F9B1	emoji-fully-qualified	person: curly hair
1F9D1+1F3FB+200D+1F9B1	emoji-fully-qualified	person: light skin tone, curly hair
1F9D1+1F3FC+200D+1F9B1	emoji-fully-qualified	person: medium-light skin tone, curly hair
1F9D1+1F3FD+200D+1F9B1	emoji-fully-qualified	person: medium skin tone, curly hair
1F9D1+1F3FE+200D+1F9B1	emoji-fully-qualified	person: medium-dark skin tone, curly hair
1F9D1+1F3FF+200D+1F9B1	emoji-fully-qualified	person: dark skin tone, curly hair
1F469+200D+1F9B3	emoji-fully-qualified	woman: white hair
1F469+1F3FB+200D+1F9B3	emoji-fully-qualified	woman: light skin tone, white hair
1F469+1F3FC+200D+1F9B3	emoji-fully-qualified	woman: medium-light skin tone, white hair
1F469+1F3FD+200D+1F9B3	emoji-fully-qualified	woman: medium skin tone, white hair
1F469+1F3FE+200D+1F9B3	emoji-fully-qualified	woman: medium-dark skin tone, white hair
1F469+1F3FF+200D+1F9B3	emoji-fully-qualified	woman: dark skin tone, white hair
1F9D1+200D+1F9B3	emoji-fully-qualified	person: white hair
1F9D1+1F3FB+200D+1F9B3	emoji-fully-qualified	person: light skin tone, white hair
1F9D1+1F3FC+200D+1F9B3	emoji-fully-qualified	person: medium-light skin tone, white hair
1F9D1+1F3FD+200D+1F9B3	emoji-fully-qualified	person: medium skin tone, white hair
1F9D1+1F3FE+200D+1F9B3	emoji-fully-qualified	person: medium-dark skin tone, white hair
1F9D1+1F3FF+200D+1F9B3	emoji-fully-qualified	person: dark skin tone, white hair
1F469+200D+1F9B2	emoji-fully-qualified	woman: bald
1F469+1F3FB+200D+1F9B2	emoji-fully-qualified	woman: light skin tone, bald
1F469+1F3FC+200D+1F9B2	emoji-fully-qualified	woman: medium-light skin tone, bald
1F469+1F3FD+200D+1F9B2	emoji-fully-qualified	woman: medium skin tone, bald
1F469+1F3FE+200D+1F9B2	emoji-fully-qualified	woman: medium-dark skin tone, bald
1F469+1F3FF+200D+1F9B2	emoji-fully-qualified	woman: dark skin tone, bald
1F9D1+200D+1F9B2	emoji-fully-qualified	person: bald
1F9D1+1F3FB+200D+1F9B2	emoji-fully-qualified	person: light skin tone, bald
1F9D1+1F3FC+200D+1F9B2	emoji-fully-qualified	person: medium-light skin tone, bald
1F9D1+1F3FD+200D+1F9B2	emoji-fully-qualified	person: medium skin tone, bald
1F9D1+1F3FE+200D+1F9B2	emoji-fully-qualified	person: medium-dark skin tone, bald
1F9D1+1F3FF+200D+1F9B2	emoji-fully-qualified	person: dark skin tone, bald
1F471+200D+2640+FE0F	emoji-fully-qualified	woman: blond hair
1F471+200D+2640	emoji-minimally-qualified	woman: blond hair
1F471+1F3FB+200D+2640+FE0F	emoji-fully-qualified	woman: light skin tone, blond hair
1F471+1F3FB+200D+2640	emoji-minimally-qualified	woman: light skin tone, blond hair
1F471+1F3FC+200D+2640+FE0F	emoji-fully-qualified	woman: medium-light skin tone, blond hair
1F471+1F3FC+200D+2640	emoji-minimally-qualified	woman: medium-light skin tone, blond hair
1F471+1F3FD+200D+2640+FE0F	emoji-fully-qualified	woman: medium skin tone, blond hair
1F471+1F3FD+200D+2640	emoji-minimally-qualified	woman: medium skin tone, blond hair
1F471+1F3FE+200D+2640+FE0F	emoji-fully-qualified	woman: medium-dark skin tone, blond hair
1F471+1F3FE+200D+2640	emoji-minimally-qualified	woman: medium-dark skin tone, blond hair
1F471+1F3FF+200D+2640+FE0F	emoji-fully-qualified	woman: dark skin tone, blond hair
1F471+1F3FF+200D+2640	emoji-minimally-qualified	woman: dark skin tone, blond hair
1F471+200D+2642+FE0F	emoji-fully-qualified	man: blond hair
1F471+200D+2642	emoji-minimally-qualified	man: blond hair
1F471+1F3FB+200D+2642+FE0F	emoji-fully-qualified	man: light skin tone, blond hair
1F471+1F3FB+200D+2642	emoji-minimally-qualified	man: light skin tone, blond hair
1F471+1F3FC+200D+2642+FE0F	emoji-fully-qualified	man: medium-light skin tone, blond hair
1F471+1F3FC+200D+2642	emoji-minimally-qualified	man: medium-light skin tone, blond hair
1F471+1F3FD+200D+2642+FE0F	emoji-fully-qualified	man: medium skin tone, blond hair
1F471+1F3FD+200D+2642	emoji-minimally-qualified	man: medium skin tone, blond hair
1F471+1F3FE+200D+2642+FE0F	emoji-fully-qualified	man: medium-dark skin tone, blond hair
1F471+1F3FE+200D+2642	emoji-minimally-qualified	man: medium-dark skin tone, blond hair
1F471+1F3FF+200D+2642+FE0F	emoji-fully-qualified	man: dark skin tone, blond hair
